#dataformat,5,,,,,,
#,32,32,1024,8,8,4,4
#x, y, z, u, v, w, cc,
116,124,0,7.231034667,-3.233467433,0.003382433,1,
124,124,0,7.767385233,-3.389450267,0.3589848,1,
132,124,0,8.303735833,-3.5454331,0.714587133,1,
140,124,0,8.840086433,-3.475212933,0.856821033,1,
148,124,0,9.376437033,-3.397024967,0.9915392,1,
156,124,0,9.234464667,-3.318837,1.1262574,1,
164,124,0,9.040269367,-3.240649033,1.260975567,1,
172,124,0,8.846074067,-2.685460867,1.306089367,1,
180,124,0,8.651878767,-2.0722372,1.3403012,1,
188,124,0,8.235414433,-1.4590135,1.374513033,1,
196,124,0,7.781116633,-0.8457898,1.408724867,1,
204,124,0,7.326818833,-0.437874033,1.3506138,1,
212,124,0,6.872521033,-0.1121088,1.255561233,1,
220,124,0,6.7401482,0.2136564,1.160508633,1,
228,124,0,6.846801633,0.539421633,1.065456067,1,
236,124,0,6.953455067,0.722934467,0.813509767,1,
244,124,0,7.0601085,0.7248548,0.361280433,1,
252,124,0,7.099708833,0.726775167,-0.090948867,1,
,,,,,,,
4,132,0,10.90264837,8.652784267,-0.092364433,1,
12,132,0,11.38986193,8.571928467,0.562990733,1,
20,132,0,11.8770755,7.343335633,0.7823592,1,
28,132,0,11.89273127,6.114742833,1.001727633,1,
36,132,0,11.04573793,4.88615,1.221096067,1,
44,132,0,10.1987446,3.689632233,1.3476786,1,
52,132,0,9.351751267,2.520909867,1.393855233,1,
60,132,0,8.632602433,1.3521875,1.440031867,1,
68,132,0,7.963654433,0.183465133,1.4862085,1,
76,132,0,7.294706433,-0.5523575,0.951199667,1,
84,132,0,6.6257584,-1.1735978,0.2623595,1,
92,132,0,6.524794133,-1.794838133,-0.4264807,1,
100,132,0,6.513709833,-2.416078433,-1.1153209,1,
108,132,0,6.502625533,-2.625049533,-0.9035175,1,
116,132,0,6.4936209,-2.804606633,-0.6274563,1,
124,132,0,7.0882112,-2.984163733,-0.3513951,1,
132,132,0,7.682801533,-3.163720833,-0.075333867,1,
140,132,0,8.277391833,-3.062240733,0.187992233,1,
148,132,0,8.871982167,-2.950861333,0.450869767,1,
156,132,0,8.716014067,-2.839481933,0.713747267,1,
164,132,0,8.502261767,-2.728102533,0.9766248,1,
172,132,0,8.2885095,-2.2441377,1.020660967,1,
180,132,0,8.0747572,-1.714841233,1.0380712,1,
188,132,0,7.689713367,-1.1855448,1.055481433,1,
196,132,0,7.2755132,-0.656248333,1.072891667,1,
204,132,0,6.861313033,-0.331941233,0.879316433,1,
212,132,0,6.447112867,-0.089657233,0.601318833,1,
220,132,0,6.376451067,0.152626767,0.323321233,1,
228,132,0,6.560863267,0.394910767,0.045323633,1,
236,132,0,6.745275467,0.488111233,-0.2684889,1,
244,132,0,6.929687667,0.390998833,-0.628021067,1,
252,132,0,6.968702,0.2938864,-0.987553233,1,
,,,,,,,
4,140,0,10.76705597,8.402124333,0.742448467,1,
12,140,0,10.75235187,8.4319281,1.0444144,1,
20,140,0,10.73764777,7.2036219,1.111907167,1,
28,140,0,10.489441,5.9753157,1.1793999,1,
36,140,0,9.814073767,4.7470095,1.246892667,1,
44,140,0,9.138706533,3.5571026,1.344815567,1,
52,140,0,8.4633393,2.400471567,1.4691084,1,
60,140,0,7.850888233,1.243840533,1.593401267,1,
68,140,0,7.2631425,0.0872095,1.7176941,1,
76,140,0,6.675396767,-0.585889667,1.205371167,1,
84,140,0,6.087651,-1.1310049,0.524545233,1,
92,140,0,6.080639433,-1.676120167,-0.156280733,1,
100,140,0,6.165525533,-2.2212354,-0.837106667,1,
108,140,0,6.2504116,-2.405901633,-0.7607478,1,
116,140,0,6.336644333,-2.564851033,-0.630366467,1,
124,140,0,6.813725333,-2.723800467,-0.4999851,1,
132,140,0,7.290806333,-2.882749867,-0.369603733,1,
140,140,0,7.767887367,-2.7345729,-0.052228667,1,
148,140,0,8.244968367,-2.575577633,0.271733133,1,
156,140,0,8.109014867,-2.4165824,0.5956949,1,
164,140,0,7.9258649,-2.257587167,0.919656667,1,
172,140,0,7.742714933,-1.848730533,0.842603233,1,
180,140,0,7.559564933,-1.409473833,0.716759133,1,
188,140,0,7.2216823,-0.970217167,0.590915067,1,
196,140,0,6.8574619,-0.530960467,0.465071,1,
204,140,0,6.493241467,-0.2895962,0.149818867,1,
212,140,0,6.129021067,-0.127415333,-0.241221767,1,
220,140,0,5.9168648,0.034765533,-0.6322624,1,
228,140,0,5.8176148,0.1969464,-1.023303033,1,
236,140,0,5.718364767,0.202145167,-1.367420233,1,
244,140,0,5.619114767,0.006948067,-1.651637167,1,
252,140,0,5.5009119,-0.188249033,-1.9358541,1,
,,,,,,,
4,148,0,9.213717967,7.835268967,0.885980533,1,
12,148,0,9.184764467,8.029069733,0.888749633,1,
20,148,0,9.155811,6.7344397,0.992765,1,
28,148,0,9.023690967,5.439809633,1.096780367,1,
36,148,0,8.702842233,4.1451796,1.200795733,1,
44,148,0,8.3819935,2.996021167,1.2707349,1,
52,148,0,8.061144767,1.972924667,1.3111445,1,
60,148,0,7.711861167,0.949828167,1.351554133,1,
68,148,0,7.351411967,-0.073268333,1.391963733,1,
76,148,0,6.9909628,-0.7855285,1.153904,1,
84,148,0,6.6305136,-1.415514833,0.8421375,1,
92,148,0,6.531781267,-2.045501133,0.530370967,1,
100,148,0,6.474464033,-2.675487467,0.218604467,1,
108,148,0,6.4171468,-2.7765933,0.185615233,1,
116,148,0,6.3607063,-2.839965333,0.1725158,1,
124,148,0,6.558729533,-2.903337367,0.159416367,1,
132,148,0,6.756752767,-2.966709433,0.146316933,1,
140,148,0,6.954776,-2.724829333,0.3568393,1,
148,148,0,7.152799233,-2.472197033,0.575238533,1,
156,148,0,7.010726433,-2.219564733,0.793637767,1,
164,148,0,6.842470233,-1.9669324,1.012037,1,
172,148,0,6.674214,-1.613946967,0.8254549,1,
180,148,0,6.5059578,-1.248751833,0.589599633,1,
188,148,0,6.2169744,-0.883556667,0.353744367,1,
196,148,0,5.9074415,-0.5183615,0.117889067,1,
204,148,0,5.597908567,-0.351564567,-0.296555167,1,
212,148,0,5.288375633,-0.264153433,-0.782458833,1,
220,148,0,5.108015867,-0.176742267,-1.2683625,1,
228,148,0,5.0235659,-0.089331133,-1.7542662,1,
236,148,0,4.939115967,-0.1546863,-2.105321433,1,
244,148,0,4.854666,-0.4150556,-2.284235633,1,
252,148,0,4.7772998,-0.675424867,-2.463149833,1,
,,,,,,,
4,156,0,7.841370733,6.761685067,0.902619533,1,
12,156,0,7.991067167,7.018826567,0.764907767,1,
20,156,0,8.140763567,5.747456033,0.862174,1,
28,156,0,8.215451433,4.4760855,0.959440233,1,
36,156,0,8.152921633,3.204714967,1.0567065,1,
44,156,0,8.0903918,2.1763268,1.1003761,1,
52,156,0,8.027861967,1.358500933,1.097600267,1,
60,156,0,7.920693033,0.540675067,1.0948244,1,
68,156,0,7.795995667,-0.2771508,1.092048567,1,
76,156,0,7.671298267,-1.0558784,1.101226167,1,
84,156,0,7.546600867,-1.824257233,1.113567667,1,
92,156,0,7.316949267,-2.5926361,1.1259092,1,
100,156,0,7.070689333,-3.361014933,1.1382507,1,
108,156,0,6.824429367,-3.3733733,1.019436167,1,
116,156,0,6.578413133,-3.3317922,0.8912641,1,
124,156,0,6.4031305,-3.290211133,0.763092067,1,
132,156,0,6.227847867,-3.248630033,0.63492,1,
140,156,0,6.052565267,-2.928058167,0.647061067,1,
148,156,0,5.877282633,-2.5976591,0.664144567,1,
156,156,0,5.7250336,-2.267260033,0.681228067,1,
164,156,0,5.574557867,-1.936860967,0.698311533,1,
172,156,0,5.4240821,-1.616873667,0.431533333,1,
180,156,0,5.273606367,-1.2981532,0.130218333,1,
188,156,0,5.0343001,-0.9794327,-0.1710967,1,
196,156,0,4.779873567,-0.6607122,-0.4724117,1,
204,156,0,4.525447033,-0.544090767,-0.860688633,1,
212,156,0,4.2710205,-0.508335967,-1.283761967,1,
220,156,0,4.174149333,-0.472581167,-1.706835267,1,
228,156,0,4.194261533,-0.436826367,-2.129908567,1,
236,156,0,4.2143737,-0.5478617,-2.410235533,1,
244,156,0,4.2344859,-0.8462822,-2.5083394,1,
252,156,0,4.2699146,-1.144702733,-2.606443233,1,
,,,,,,,
4,164,0,7.271810233,5.161917033,1.021298033,1,
12,164,0,7.578609133,5.205509367,0.907717267,1,
20,164,0,7.885408067,4.272949867,0.909431933,1,
28,164,0,8.088100033,3.340390333,0.9111466,1,
36,164,0,8.100342833,2.407830833,0.9128613,1,
44,164,0,8.112585667,1.596634367,0.9282391,1,
52,164,0,8.1248285,0.890608,0.955457033,1,
60,164,0,8.1553356,0.1845816,0.982674967,1,
68,164,0,8.193014567,-0.521444767,1.0098929,1,
76,164,0,8.230693533,-1.234251967,1.127349167,1,
84,164,0,8.2683725,-1.948853933,1.2686902,1,
92,164,0,7.9653488,-2.663455933,1.410031267,1,
100,164,0,7.608410967,-3.3780579,1.5513723,1,
108,164,0,7.251473133,-3.300143667,1.3383393,1,
116,164,0,6.8937696,-3.165686167,1.100022933,1,
124,164,0,6.313831033,-3.031228633,0.861706567,1,
132,164,0,5.733892467,-2.896771133,0.6233902,1,
140,164,0,5.153953867,-2.629486733,0.431731533,1,
148,164,0,4.5740153,-2.3575236,0.2417163,1,
156,164,0,4.3957642,-2.085560467,0.0517011,1,
164,164,0,4.248438333,-1.813597367,-0.138314133,1,
172,164,0,4.101112467,-1.588926267,-0.3904318,1,
180,164,0,3.9537866,-1.3700091,-0.650105333,1,
188,164,0,3.7983993,-1.151091933,-0.9097789,1,
196,164,0,3.641639833,-0.932174767,-1.169452433,1,
204,164,0,3.484880367,-0.8423082,-1.383333267,1,
212,164,0,3.3281209,-0.8040791,-1.578890933,1,
220,164,0,3.324844633,-0.765849967,-1.7744486,1,
228,164,0,3.435528167,-0.727620867,-1.970006267,1,
236,164,0,3.5462117,-0.8194416,-2.129231567,1,
244,164,0,3.656895267,-1.077277667,-2.242076733,1,
252,164,0,3.7975427,-1.335113733,-2.354921933,1,
,,,,,,,
4,172,0,7.551839367,3.751030133,1.2808986,1,
12,172,0,7.812052133,3.5869936,1.2848843,1,
20,172,0,8.072264867,2.991561867,1.177438133,1,
28,172,0,8.217296967,2.396130133,1.069991933,1,
36,172,0,8.151622133,1.8006984,0.962545767,1,
44,172,0,8.0859473,1.1648802,0.941638933,1,
52,172,0,8.020272433,0.494064133,0.995724933,1,
60,172,0,8.051255733,-0.176751933,1.0498109,1,
68,172,0,8.120193867,-0.847568,1.103896867,1,
76,172,0,8.189131967,-1.447294067,1.178153833,1,
84,172,0,8.2580701,-2.028203633,1.257749767,1,
92,172,0,8.0071471,-2.609113233,1.3373457,1,
100,172,0,7.705608,-3.1900228,1.416941633,1,
108,172,0,7.404068933,-2.9945391,1.055253333,1,
116,172,0,7.100363233,-2.7436624,0.662080967,1,
124,172,0,6.167825267,-2.4927857,0.268908567,1,
132,172,0,5.2352873,-2.241909033,-0.1242638,1,
140,172,0,4.302749333,-2.167488767,-0.4136316,1,
148,172,0,3.370211333,-2.099284033,-0.699342967,1,
156,172,0,3.118483467,-2.0310793,-0.985054333,1,
164,172,0,2.91917,-1.962874567,-1.2707657,1,
172,172,0,2.7198565,-1.8583036,-1.3238181,1,
180,172,0,2.520543033,-1.749308033,-1.3485634,1,
188,172,0,2.533977067,-1.640312467,-1.3733087,1,
196,172,0,2.583623867,-1.5313169,-1.398054,1,
204,172,0,2.633270667,-1.3958706,-1.335898633,1,
212,172,0,2.682917467,-1.2498405,-1.238971433,1,
220,172,0,2.785306933,-1.1038104,-1.142044233,1,
228,172,0,2.926857333,-0.9577803,-1.045117033,1,
236,172,0,3.068407733,-0.950920233,-1.118122933,1,
244,172,0,3.209958133,-1.121717967,-1.408057267,1,
252,172,0,3.388717,-1.292515667,-1.697991567,1,
,,,,,,,
4,180,0,8.5920481,2.631813733,1.4986848,1,
12,180,0,8.913804733,2.391107867,1.473439767,1,
20,180,0,9.235561367,2.088067433,1.437802867,1,
28,180,0,9.3369601,1.785026967,1.402165967,1,
36,180,0,9.035244867,1.4819865,1.366529067,1,
44,180,0,8.733529667,0.973318933,1.339136567,1,
52,180,0,8.431814433,0.286460167,1.318888467,1,
60,180,0,8.2249412,-0.400398567,1.298640367,1,
68,180,0,8.055309633,-1.087257333,1.278392233,1,
76,180,0,7.885678067,-1.589015367,1.240052233,1,
84,180,0,7.7160465,-2.0417799,1.196923567,1,
92,180,0,7.395919833,-2.494544433,1.1537949,1,
100,180,0,7.051978267,-2.947309,1.110666233,1,
108,180,0,6.708036667,-2.661821267,0.812230067,1,
116,180,0,6.3625808,-2.3236618,0.495578567,1,
124,180,0,5.577622033,-1.985502333,0.1789271,1,
132,180,0,4.792663267,-1.647342867,-0.137724367,1,
140,180,0,4.0077045,-1.762317533,-0.304458,1,
148,180,0,3.222745733,-1.893253467,-0.465910933,1,
156,180,0,2.912583933,-2.024189367,-0.627363867,1,
164,180,0,2.638975967,-2.155125267,-0.788816767,1,
172,180,0,2.365367967,-2.171842633,-0.7611442,1,
180,180,0,2.091759967,-2.174663267,-0.710461133,1,
188,180,0,2.1321359,-2.1774839,-0.659778067,1,
196,180,0,2.225956567,-2.180304567,-0.609095,1,
204,180,0,2.3197772,-2.0008971,-0.651512867,1,
212,180,0,2.413597833,-1.748574067,-0.731183533,1,
220,180,0,2.6252861,-1.496251067,-0.8108542,1,
228,180,0,2.92449,-1.243928033,-0.890524833,1,
236,180,0,3.2236939,-1.164077733,-0.9363082,1,
244,180,0,3.5228978,-1.304397833,-0.938832633,1,
252,180,0,3.7069859,-1.444717933,-0.941357067,1,
,,,,,,,
4,188,0,9.899510267,1.881981533,1.418415933,1,
12,188,0,9.7448815,1.751427733,1.40243,1,
20,188,0,9.590252733,1.6638752,1.424585133,1,
28,188,0,9.3393581,1.576322667,1.446740267,1,
36,188,0,8.9123586,1.488770133,1.4688954,1,
44,188,0,8.4853591,1.0587312,1.421515433,1,
52,188,0,8.0583596,0.3319024,1.313878133,1,
60,188,0,7.694547833,-0.394926433,1.206240833,1,
68,188,0,7.355548067,-1.121755267,1.098603533,1,
76,188,0,7.0165483,-1.5865995,1.055814,1,
84,188,0,6.6775485,-1.982100167,1.030188733,1,
92,188,0,6.295230167,-2.377600833,1.004563467,1,
100,188,0,5.9060569,-2.773101533,0.9789382,1,
108,188,0,5.516883633,-2.470593133,0.765606933,1,
116,188,0,5.1276655,-2.1182842,0.5388835,1,
124,188,0,4.725418033,-1.7659753,0.312160067,1,
132,188,0,4.323170567,-1.413666367,0.085436633,1,
140,188,0,3.9209231,-1.579820133,0.0769468,1,
148,188,0,3.518675667,-1.7642363,0.076144033,1,
156,188,0,3.1111891,-1.948652433,0.0753413,1,
164,188,0,2.7032992,-2.1330686,0.074538533,1,
172,188,0,2.2954093,-2.2504079,0.004758,1,
180,188,0,1.8875194,-2.359586133,-0.073414867,1,
188,188,0,1.923753933,-2.468764333,-0.151587767,1,
196,188,0,2.035584967,-2.577942567,-0.229760667,1,
204,188,0,2.147416,-2.433513733,-0.394682467,1,
212,188,0,2.259247033,-2.187608233,-0.5943154,1,
220,188,0,2.456988833,-1.941702733,-0.793948333,1,
228,188,0,2.718518567,-1.6957972,-0.993581267,1,
236,188,0,2.9800483,-1.646062067,-1.061475467,1,
244,188,0,3.241578033,-1.8467485,-0.961198333,1,
252,188,0,3.3654861,-2.047434967,-0.8609212,1,
,,,,,,,
4,196,0,9.9264959,1.794640633,1.3332931,1,
12,196,0,9.436676,1.8873718,1.36312,1,
20,196,0,8.9468561,1.8221459,1.348158333,1,
28,196,0,8.499821633,1.75692,1.333196633,1,
36,196,0,8.131057067,1.6916941,1.318234967,1,
44,196,0,7.762292533,1.247356467,1.258611067,1,
52,196,0,7.393527967,0.474490367,1.160284067,1,
60,196,0,6.934025633,-0.2983757,1.061957033,1,
68,196,0,6.4388932,-1.0712418,0.963630033,1,
76,196,0,5.943760733,-1.562622,0.9283244,1,
84,196,0,5.4486283,-1.9794969,0.909699633,1,
92,196,0,5.025781,-2.396371833,0.891074833,1,
100,196,0,4.614372367,-2.813246767,0.872450067,1,
108,196,0,4.202963767,-2.548284067,0.805481233,1,
116,196,0,3.792504933,-2.2346746,0.735063233,1,
124,196,0,3.657722267,-1.921065133,0.664645233,1,
132,196,0,3.5229396,-1.607455667,0.594227233,1,
140,196,0,3.388156933,-1.6574193,0.593443033,1,
148,196,0,3.253374267,-1.720189467,0.595111633,1,
156,196,0,2.892463033,-1.782959633,0.596780267,1,
164,196,0,2.514142533,-1.845729833,0.598448867,1,
172,196,0,2.135822033,-2.023793733,0.4075626,1,
180,196,0,1.757501533,-2.2158852,0.1932486,1,
188,196,0,1.709422267,-2.407976633,-0.0210654,1,
196,196,0,1.717554933,-2.6000681,-0.2353794,1,
204,196,0,1.725687633,-2.595578267,-0.450863767,1,
212,196,0,1.7338203,-2.5124297,-0.6668165,1,
220,196,0,1.842737533,-2.4292811,-0.8827692,1,
228,196,0,2.0264864,-2.346132533,-1.098721933,1,
236,196,0,2.210235267,-2.3670815,-1.185753933,1,
244,196,0,2.393984133,-2.520916367,-1.108211967,1,
252,196,0,2.535731633,-2.674751267,-1.030669967,1,
,,,,,,,
4,204,0,8.579869433,1.9855589,1.375191967,1,
12,204,0,8.187579567,2.2609061,1.393606933,1,
20,204,0,7.7952897,2.121764233,1.302940633,1,
28,204,0,7.454382767,1.982622333,1.212274333,1,
36,204,0,7.207473667,1.843480467,1.121608033,1,
44,204,0,6.9605646,1.352900133,1.0523913,1,
52,204,0,6.7136555,0.557772233,1.001762167,1,
60,204,0,6.2077978,-0.237355633,0.951133067,1,
68,204,0,5.600258533,-1.032483533,0.900503967,1,
76,204,0,4.992719267,-1.529930367,0.879424267,1,
84,204,0,4.38518,-1.948585333,0.866165867,1,
92,204,0,3.9693777,-2.3672403,0.8529075,1,
100,204,0,3.583916633,-2.785895267,0.8396491,1,
108,204,0,3.198455567,-2.6107831,0.905247667,1,
116,204,0,2.814045667,-2.393307733,0.976472367,1,
124,204,0,2.7347267,-2.175832333,1.047697067,1,
132,204,0,2.655407733,-1.958356967,1.1189218,1,
140,204,0,2.576088767,-1.9232158,0.989165533,1,
148,204,0,2.4967698,-1.8944972,0.8523299,1,
156,204,0,2.332846033,-1.865778633,0.715494267,1,
164,204,0,2.1624087,-1.837060033,0.578658633,1,
172,204,0,1.991971367,-1.930184033,0.333217167,1,
180,204,0,1.821534033,-2.038132367,0.074561867,1,
188,204,0,1.681432167,-2.146080667,-0.1840934,1,
196,204,0,1.546493833,-2.254029,-0.4427487,1,
204,204,0,1.411555533,-2.398805867,-0.614411733,1,
212,204,0,1.2766172,-2.558319067,-0.751266267,1,
220,204,0,1.2344433,-2.717832267,-0.8881208,1,
228,204,0,1.261146133,-2.877345467,-1.024975333,1,
236,204,0,1.287848933,-3.0414354,-1.100256567,1,
244,204,0,1.314551767,-3.211367767,-1.096936233,1,
252,204,0,1.437817433,-3.381300133,-1.0936159,1,
,,,,,,,
4,212,0,6.6579019,1.962232667,1.487459167,1,
12,212,0,6.7394659,2.355733767,1.3531747,1,
20,212,0,6.8210299,2.173554067,1.273140167,1,
28,212,0,6.7978398,1.991374367,1.193105667,1,
36,212,0,6.5830167,1.809194667,1.113071133,1,
44,212,0,6.368193633,1.3256197,1.030569467,1,
52,212,0,6.153370567,0.580863367,0.9459298,1,
60,212,0,5.649116867,-0.163892967,0.861290167,1,
68,212,0,5.0312122,-0.9086493,0.776650533,1,
76,212,0,4.413307533,-1.410013833,0.789949867,1,
84,212,0,3.7954029,-1.846956067,0.829172267,1,
92,212,0,3.454050367,-2.2838983,0.868394633,1,
100,212,0,3.156460567,-2.720840567,0.907617033,1,
108,212,0,2.858870733,-2.615097,0.992348933,1,
116,212,0,2.561790433,-2.470634733,1.080327767,1,
124,212,0,2.4125912,-2.326172433,1.1683066,1,
132,212,0,2.263391967,-2.181710133,1.256285433,1,
140,212,0,2.1141927,-2.122424267,1.012141467,1,
148,212,0,1.964993467,-2.066138667,0.756298767,1,
156,212,0,2.007701967,-2.009853067,0.500456067,1,
164,212,0,2.0651851,-1.953567467,0.244613367,1,
172,212,0,2.122668233,-1.977709667,0.029533667,1,
180,212,0,2.1801514,-2.011637367,-0.1805865,1,
188,212,0,2.0547497,-2.045565033,-0.390706667,1,
196,212,0,1.8982183,-2.079492733,-0.600826833,1,
204,212,0,1.741686933,-2.262880367,-0.680431767,1,
212,212,0,1.585155533,-2.506071967,-0.707813167,1,
220,212,0,1.362700033,-2.749263533,-0.735194567,1,
228,212,0,1.091296467,-2.9924551,-0.762575933,1,
236,212,0,0.8198929,-3.211266367,-0.7957922,1,
244,212,0,0.548489333,-3.398954933,-0.8364569,1,
252,212,0,0.453013733,-3.586643467,-0.877121633,1,
,,,,,,,
4,220,0,4.816918033,1.725724967,1.197369267,1,
12,220,0,5.2014242,2.1237499,0.9841514,1,
20,220,0,5.5859304,1.8916523,1.049587933,1,
28,220,0,5.826431167,1.6595547,1.115024467,1,
36,220,0,5.803494267,1.4274571,1.180461,1,
44,220,0,5.780557333,0.9931097,1.142558633,1,
52,220,0,5.7576204,0.3834978,1.015105433,1,
60,220,0,5.3388836,-0.2261141,0.887652233,1,
68,220,0,4.764727733,-0.835725967,0.760199,1,
76,220,0,4.190571867,-1.299590433,0.678021833,1,
84,220,0,3.616416033,-1.724877667,0.607828567,1,
92,220,0,3.383035367,-2.1501649,0.537635267,1,
100,220,0,3.203580333,-2.575452133,0.467442,1,
108,220,0,3.0241253,-2.500888467,0.567348067,1,
116,220,0,2.844809167,-2.3906622,0.679390133,1,
124,220,0,2.705805633,-2.2804359,0.7914322,1,
132,220,0,2.566802067,-2.1702096,0.903474267,1,
140,220,0,2.427798533,-2.138456633,0.765480267,1,
148,220,0,2.288794967,-2.109467833,0.618679,1,
156,220,0,2.241448967,-2.080479033,0.4718777,1,
164,220,0,2.201159467,-2.051490233,0.3250764,1,
172,220,0,2.16087,-2.054954667,0.091263,1,
180,220,0,2.120580533,-2.0623676,-0.153137,1,
188,220,0,2.078789433,-2.069780533,-0.397536967,1,
196,220,0,2.0367427,-2.077193467,-0.641936967,1,
204,220,0,1.994695967,-2.2178043,-0.742970167,1,
212,220,0,1.952649267,-2.411712067,-0.786637533,1,
220,220,0,1.733783833,-2.605619867,-0.830304867,1,
228,220,0,1.383632167,-2.799527633,-0.873972233,1,
236,220,0,1.033480533,-2.9821308,-0.8971296,1,
244,220,0,0.6833289,-3.150303067,-0.894104867,1,
252,220,0,0.495007133,-3.318475333,-0.8910801,1,
,,,,,,,
4,228,0,3.8321406,1.3653838,1.1597797,1,
12,228,0,3.993040933,1.6684589,1.0236787,1,
20,228,0,4.153941267,1.393449567,1.092278133,1,
28,228,0,4.262434367,1.1184402,1.1608776,1,
36,228,0,4.2750557,0.843430867,1.229477067,1,
44,228,0,4.287677033,0.480166467,1.116689433,1,
52,228,0,4.300298367,0.040422467,0.8467164,1,
60,228,0,4.060991667,-0.399321533,0.5767434,1,
68,228,0,3.722760233,-0.8390655,0.306770367,1,
76,228,0,3.3845288,-1.218816033,0.1096639,1,
84,228,0,3.046297333,-1.582687133,-0.068155833,1,
92,228,0,2.791897767,-1.946558267,-0.245975567,1,
100,228,0,2.550764067,-2.310429367,-0.423795333,1,
108,228,0,2.309630333,-2.255412367,-0.277211567,1,
116,228,0,2.069167,-2.170509133,-0.107482767,1,
124,228,0,2.0232697,-2.0856059,0.062246067,1,
132,228,0,1.977372367,-2.000702667,0.231974867,1,
140,228,0,1.931475033,-2.007016567,0.1854224,1,
148,228,0,1.885577733,-2.016543533,0.1312516,1,
156,228,0,1.837881233,-2.026070467,0.077080833,1,
164,228,0,1.790046267,-2.035597433,0.022910033,1,
172,228,0,1.742211267,-2.0667614,-0.085508533,1,
180,228,0,1.694376267,-2.1005579,-0.2005273,1,
188,228,0,1.673786767,-2.134354433,-0.315546067,1,
196,228,0,1.657834833,-2.168150933,-0.430564867,1,
204,228,0,1.6418829,-2.2433466,-0.557926867,1,
212,228,0,1.625930933,-2.335107433,-0.690227867,1,
220,228,0,1.431551467,-2.4268683,-0.822528833,1,
228,228,0,1.104691167,-2.518629133,-0.954829833,1,
236,228,0,0.7778309,-2.619399767,-0.992250433,1,
244,228,0,0.4509706,-2.731671833,-0.908551367,1,
252,228,0,0.275805033,-2.8439439,-0.8248523,1,
,,,,,,,
4,236,0,3.436473067,1.092384867,0.777383667,1,
12,236,0,3.402326933,1.285187033,0.7780448,1,
20,236,0,3.368180833,1.010132333,0.753186933,1,
28,236,0,3.308054067,0.735077667,0.728329067,1,
36,236,0,3.2003993,0.460023,0.703471233,1,
44,236,0,3.092744533,0.152279167,0.5813058,1,
52,236,0,2.985089767,-0.183792267,0.374816167,1,
60,236,0,2.8990145,-0.5198637,0.1683265,1,
68,236,0,2.821412867,-0.855935133,-0.038163133,1,
76,236,0,2.743811233,-1.1474433,-0.2230863,1,
84,236,0,2.666209633,-1.4271562,-0.402301167,1,
92,236,0,2.457782767,-1.7068691,-0.581516,1,
100,236,0,2.228653633,-1.986581967,-0.760730833,1,
108,236,0,1.9995245,-1.974578933,-0.6858354,1,
116,236,0,1.771161033,-1.941762933,-0.592810067,1,
124,236,0,1.7650322,-1.908946967,-0.499784733,1,
132,236,0,1.758903367,-1.876131,-0.4067594,1,
140,236,0,1.752774533,-1.8873811,-0.375635367,1,
148,236,0,1.7466457,-1.900183367,-0.346691733,1,
156,236,0,1.702360633,-1.912985667,-0.3177481,1,
164,236,0,1.655137967,-1.925787933,-0.288804467,1,
172,236,0,1.6079153,-1.9966988,-0.3066849,1,
180,236,0,1.560692633,-2.074679567,-0.3302623,1,
188,236,0,1.509315,-2.152660333,-0.3538397,1,
196,236,0,1.457230133,-2.2306411,-0.377417133,1,
204,236,0,1.405145233,-2.272003167,-0.4474158,1,
212,236,0,1.353060367,-2.298712833,-0.535989233,1,
220,236,0,1.192084933,-2.3254225,-0.624562633,1,
228,236,0,0.950259267,-2.352132167,-0.713136033,1,
236,236,0,0.7084336,-2.392152067,-0.703792333,1,
244,236,0,0.466607933,-2.449163133,-0.569452333,1,
252,236,0,0.309883967,-2.506174233,-0.435112333,1,
,,,,,,,
4,244,0,3.129016233,1.3202596,0.5076556,1,
12,244,0,3.0609568,1.503689833,0.6230131,1,
20,244,0,2.992897333,1.2089835,0.600606533,1,
28,244,0,2.911229,0.914277167,0.578199967,1,
36,244,0,2.804665133,0.619570833,0.555793367,1,
44,244,0,2.698101233,0.272617133,0.503938333,1,
52,244,0,2.591537333,-0.119612767,0.426564033,1,
60,244,0,2.5732316,-0.5118427,0.349189733,1,
68,244,0,2.589582233,-0.9040726,0.271815433,1,
76,244,0,2.605932867,-1.1813219,0.152877167,1,
84,244,0,2.6222835,-1.4281375,0.022937533,1,
92,244,0,2.4703392,-1.674953133,-0.1070021,1,
100,244,0,2.291763267,-1.921768733,-0.236941733,1,
108,244,0,2.113187333,-1.933669467,-0.290965967,1,
116,244,0,1.935062933,-1.928809867,-0.339573867,1,
124,244,0,1.887991567,-1.923950267,-0.3881818,1,
132,244,0,1.840920167,-1.919090667,-0.4367897,1,
140,244,0,1.7938488,-1.921589933,-0.4173247,1,
148,244,0,1.746777433,-1.9243484,-0.395461933,1,
156,244,0,1.698624733,-1.927106867,-0.373599133,1,
164,244,0,1.650388767,-1.929865367,-0.351736333,1,
172,244,0,1.6021528,-1.9749273,-0.3482121,1,
180,244,0,1.553916833,-2.025136233,-0.3469191,1,
188,244,0,1.486947067,-2.075345167,-0.3456261,1,
196,244,0,1.416788567,-2.1255541,-0.3443331,1,
204,244,0,1.346630033,-2.163596567,-0.369232333,1,
212,244,0,1.2764715,-2.196770833,-0.404611933,1,
